企业名称,宣讲地点,宣讲时间,宣讲场地
北京航空航天大学,云南民族大学,2018-03-27,广智院A-207
北京航空航天大学,云南民族大学,2018-03-27,广智院A-207
上海汉得信息技术股份有限公司,云南财经大学,2018-03-27,学生服务大厅
中铁八局集团昆明铁路建设有限公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋102
中国核工业二三建设有限公司,西南林业大学,2018-03-27,新校区就业创业实训基地一楼报告厅
陕西浦思金融网络科技有限公司云南分公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋104
番禺得意精密电子工业有限公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋101
广州汽车集团商贸有限公司,西南林业大学,2018-03-26,新校区就业创业实训基地一楼报告厅
广州广电计量检测股份有限公司,昆明理工大学,2018-03-26,呈贡校区西北区教学楼B栋101
中建二局第二建筑工程有限公司,云南财经大学,2018-03-26,学生服务大厅
中建铁路投资建设集团有限公司,昆明理工大学,2018-03-26,呈贡校区西北区教学楼B栋101
中国核工业二三建设有限公司,云南民族大学,2018-03-26,广智院A-413
云南帝鸿电子商务有限公司,云南民族大学,2018-03-26,广智院A-411
中建二局第二建筑工程有限公司,昆明理工大学,2018-03-26,呈贡校区西北区教学楼B栋101
广西汽车集团有限公司,昆明理工大学,2018-03-25,呈贡校区西北区教学楼B栋101
袁隆平农业高科技股份有限公司,云南农业大学,2018-03-25,5号楼（尚农楼）1-2
昆明航空有限公司,昆明理工大学,2018-03-25,呈贡校区信自楼100报告厅
昆明航空有限公司,昆明理工大学,2018-03-25,呈贡校区信自楼100报告厅
黑龙江电信国脉工程股份有限公司,昆明理工大学,2018-03-24,呈贡校区西北区教学楼B栋102
爱唯尔（上海）企业发展有限公司,昆明理工大学,2018-03-24,呈贡校区西北区教学楼B栋101
海南核电有限公司,昆明理工大学,2018-03-24,呈贡校区中心区教学楼101
北京航空航天大学,云南财经大学,2018-03-23,学生服务大厅
正元地理信息有限责任公司云南分公司,云南农业大学,2018-03-23,7号教学楼C区304教室（周五）
中国热带农业科学院农业机械研究所,云南农业大学,2018-03-23,7号教学楼C区206教室（周五）
肇庆市现代筑美家居有限公司,西南林业大学,2018-03-23,新校区就业创业实训基地一楼报告厅
今飞控股集团有限公司,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋105
云南云投盈科物业管理股份有限公司,昆明理工大学,2018-03-23,呈贡校区多媒体教学楼302
纬创资通（昆山）有限公司,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋101
昆明美的制冷产品销售有限公司,昆明理工大学,2018-03-23,呈贡校区西北教学楼B栋301
中国有色金属工业第六冶金建设有限公司,昆明理工大学,2018-03-23,呈贡校区中心区教学楼106
杭州西奥电梯有限公司,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋104
前锦网络信息技术（上海）有限公司,云南民族大学,2018-03-23,广智院A-106
昆明五华金诺补习学校,云南民族大学,2018-03-23,广智院A-107
昆明五华金诺补习学校,云南民族大学,2018-03-23,广智院A-107
鹏鼎控股（深圳）股份有限公司,云南民族大学,2018-03-23,广智院B-208
云南浸泡村教育培训有限公司,云南民族大学,2018-03-23,广智院B-209
云南沃尔玛百货有限公司,西南林业大学,2018-03-23,新校区就业创业实训基地一楼报告厅
贵州盘江精煤股份有限公司,云南财经大学,2018-03-23,学生服务大厅
广东伊利乳业有限责任公司,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋104
屏边苗族自治县住房和城乡建设局,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋105
中国建筑第七工程局有限公司西南分公司,昆明理工大学,2018-03-23,新迎校区明虹楼报告厅
梦天木门集团有限公司,昆明理工大学,2018-03-23,呈贡校区西北区教学楼B栋102
柬埔寨巴域木牌集团公司,云南财经大学,2018-03-22,学生服务大厅
云南新东方培训学校,昆明理工大学,2018-03-22,呈贡校区西北区教学楼B栋104
北京数字政通科技股份有限公司,昆明理工大学,2018-03-22,呈贡校区西北教学楼B栋201
浙江医药股份有限公司,昆明理工大学,2018-03-22,呈贡校区西北区教学楼B栋102
京东方科技集团股份有限公司,昆明理工大学,2018-03-22,呈贡校区中心区教学楼103
建滔敷铜板（深圳）有限公司,昆明理工大学,2018-03-22,呈贡校区西北区教学楼B栋105
广东杰士农业科技有限公司,云南农业大学,2018-03-22,7号教学楼B区505教室（周四）
广东杰士农业科技有限公司,云南农业大学,2018-03-22,7号教学楼B区505教室（周四）
昆明荔枝企业管理咨询有限公司,云南农业大学,2018-03-22,7号教学楼C区306教室（周四）
广州佳比亚电子科技有限公司,云南农业大学,2018-03-22,7号教学楼C区106教室（周四）
广东伊利乳业有限责任公司,云南农业大学,2018-03-22,7号教学楼B区402教室（周四）
深圳市立昇净水科技有限公司,云南财经大学,2018-03-22,学生服务大厅
云南城市建设职业学院,昆明理工大学,2018-03-22,呈贡校区西北区教学楼B栋104
个旧市第一职业高级中学,昆明理工大学,2018-03-22,呈贡校区信自楼100报告厅
西华师范大学,昆明理工大学,2018-03-22,呈贡校区多媒体教学楼304
增城华昌塑料五金模具有限公司,昆明理工大学,2018-03-22,莲华校区主楼106报告厅
恒大集团有限公司,云南农业大学,2018-03-22,工程中心122
巨力精密设备制造（东莞）有限公司,昆明理工大学,2018-03-22,呈贡校区中心区教学楼318
肇庆市现代筑美家居有限公司,昆明理工大学,2018-03-22,呈贡校区西北区教学楼B栋101
中车资阳机车有限公司,昆明理工大学,2018-03-22,呈贡校区后勤楼一号楼报告厅
保山隆基硅材料有限公司,西南林业大学,2018-03-22,新校区就业创业实训基地一楼报告厅
杭州锦江集团有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋101
浙江义利汽车零部件有限公司,昆明理工大学,2018-03-21,呈贡校区西北教学楼A栋202
浙江义利汽车零部件有限公司,昆明理工大学,2018-03-21,呈贡校区西北教学楼A栋202
中天钢铁集团有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋102
北京航空航天大学,云南农业大学,2018-03-21,7号教学楼B区105教室（周三）
敏华家具制造（惠州）有限公司,云南财经大学,2018-03-21,学生服务大厅
云南拜博口腔医院管理有限公司,昆明理工大学,2018-03-21,莲华校区主楼106报告厅
鹏鼎控股（深圳）股份有限公司,西南林业大学,2018-03-21,新校区就业创业实训基地一楼报告厅
今飞控股集团有限公司,云南农业大学,2018-03-21,7号教学楼B区205教室(周三）
云南云投盈科物业管理股份有限公司,云南农业大学,2018-03-21,7号教学楼C区206教室（周三）
上海分众晶视广告有限公司,云南农业大学,2018-03-21,7号教学楼B区107教室（周三）
中材建设有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋104
庆铃汽车（集团）有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋102
上海汉得信息技术股份有限公司,昆明理工大学,2018-03-21,呈贡校区中心区教学楼312
中建新疆建工（集团）有限公司四川分公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋105
恒大集团有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋101
云南怡美实业集团有限公司,昆明理工大学,2018-03-21,呈贡校区多媒体教学楼302
中国建筑第三工程局有限公司东北分公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼A栋402
中国建筑第三工程局有限公司东北分公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼A栋402
云南建投第二建设有限公司,云南民族大学,2018-03-21,广智院A-302
深圳市立昇净水科技有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋104
中冶建工集团有限公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋101
云南祥鹏航空有限责任公司,昆明理工大学,2018-03-21,呈贡校区西北区教学楼B栋105
中国水利水电第十四工程局有限公司,昆明理工大学,2018-03-21,莲华校区主楼106报告厅
福建省长汀金龙稀土有限公司,昆明理工大学,2018-03-21,莲华校区冶能楼407
佛山坚美铝业有限公司,昆明理工大学,2018-03-21,呈贡校区中心区教学楼316
云南建投第二建设有限公司,西南林业大学,2018-03-20,新校区就业创业实训基地一楼报告厅
鹏鼎控股（深圳）股份有限公司,云南农业大学,2018-03-20,7号教学楼B区506教室（周二）
云南人防建筑设计院有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋104
云南中诺教育发展有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋101
北京汇富纹信通讯设备有限公司,云南民族大学,2018-03-20,广智院A-207
云南普华山鹰企业管理咨询有限公司,云南民族大学,2018-03-20,广智院A-209
浙江湖州南浔区重点企业专项招聘会,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋104
鸿富锦精密电子（成都）有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋102
鸿富锦精密电子（成都）有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋102
孟连县林业系统事业单位紧缺人才招聘,西南林业大学,2018-03-20,经管楼115
云南固本文旅产业投资有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋105
中建西部建设股份有限公司,昆明理工大学,2018-03-20,呈贡校区西北区教学楼B栋101
丽江市水务局,云南农业大学,2018-03-20,7号教学楼C区306
恒大集团有限公司,云南财经大学,2018-03-19,学生服务大厅
广州中科雅图信息技术有限公司,昆明理工大学,2018-03-19,呈贡校区西北区教学楼B栋104
中国水利水电第四工程局有限公司,昆明理工大学,2018-03-19,呈贡校区西北区教学楼B栋102
昆明五华金诺补习学校,昆明理工大学,2018-03-19,呈贡校区西北区教学楼B栋101
深圳市立昇净水科技有限公司,云南民族大学,2018-03-19,广智院A-314
中铝东南铜业有限公司,昆明理工大学,2018-03-19,呈贡校区西北区教学楼B栋101
西安市卫生和计划生育委员会,昆明医科大学,2018-03-18,昆明医科大学经管办学点综合楼607教室
云南聚联医院管理有限公司,昆明理工大学,2018-03-17,呈贡校区西北区教学楼B栋101
西南铝业（集团）有限责任公司,昆明理工大学,2018-03-17,呈贡校区西北区教学楼B栋101
中国平安财产保险股份有限公司广东分公司,昆明理工大学,2018-03-16,呈贡校区西北区教学楼B栋102
恒大集团有限公司,云南民族大学,2018-03-16,广智院B-106
恒大集团有限公司,云南民族大学,2018-03-16,广智院B-106
四川企舰科技股份有限公司,云南民族大学,2018-03-16,广智院A-106
云南驰宏锌锗股份有限公司,昆明理工大学,2018-03-16,莲华校区主楼106报告厅
建水实验中学,昆明理工大学,2018-03-16,呈贡校区西北区教学楼B栋102
中建四局深圳实业有限公司,昆明理工大学,2018-03-16,呈贡校区西北区教学楼B栋105
东方航空云南有限公司,昆明理工大学,2018-03-16,呈贡校区西北区教学楼B栋101
十一冶建设集团有限责任公司安装工程分公司,昆明理工大学,2018-03-16,呈贡校区西北区教学楼B栋104
云南实力房地产开发经营集团有限公司,昆明理工大学,2018-03-15,呈贡校区西北区教学楼B栋101
嘉兴敏惠汽车零部件有限公司,昆明理工大学,2018-03-15,呈贡校区中心区教学楼101
十一冶建设集团有限责任公司安装工程分公司,西南林业大学,2018-03-15,新校区就业创业实训基地一楼报告厅
深圳邦益基金管理有限公司,云南财经大学,2018-03-15,学生服务大厅
中建三局第二建设工程有限责任公司,昆明理工大学,2018-03-15,呈贡校区西北区教学楼B栋105
云南普华山鹰企业管理咨询有限公司,昆明理工大学,2018-03-15,呈贡校区西北区教学楼B栋101
云南建投第二建设有限公司,昆明理工大学,2018-03-15,呈贡校区信自楼100报告厅
深圳市长亮核心科技有限公司,昆明理工大学,2018-03-15,呈贡校区西北区教学楼B栋102
