企业名称
上海风创信息咨询有限公司宣讲会,
康龙化成（上海）新药技术有限公司宣讲会,
英华检测（上海）有限公司宣讲会,
【宣讲会】上海建工一建集团有限公司,
【宣讲会】上海暖友实业有限公司,
上海微谱化工技术服务有限公司宣讲会,
杭州娃哈哈集团有限公司宣讲会,
上海微创软件股份有限公司宣讲会,
远纺工业（上海）有限公司宣讲会,
北京晶澳太阳能光伏科技有限公司宣讲会,
上海润诺生物科技有限公司宣讲会,
上海东方雨虹防水技术有限责任公司宣讲会,
北京航空航天大学宣讲会,
上海申新知识产权代理有限公司宣讲会,
上海豪翊森生物科技有限公司宣讲会,
【宣讲会】上海建工四建集团有限公司,
【宣讲会】中铁十五局集团公司,
【招聘会】中欧企业招聘会,
上海应用技术大学2018年暑期实习专场招聘会,
上海应用技术大学2018年春季校园综合招聘会,
【宣讲会】上海建工五建集团,
【招聘会】全国博士、硕士研究生人才签约洽谈会,
【宣讲会】中国人寿保险股份有限公司上海市奉贤支公司,
上海应用技术大学2017年大型校园综合招聘会,
【宣讲会】北京环交科技有限公司,
【招聘会】“我的青春我做主”大学生择业洽谈会,
【宣讲会】上海润诺生物科技有限公司,
【宣讲会】美银宝网络（上海）有限公司,
【宣讲会】上海乐浩教育信息咨询有限公司,
【宣讲会】必维申美商品检测有限公司,
【宣讲会】上海曼恒数字技术股份有限公司,
【宣讲会】英格尔检测验证集团,
【宣讲会】绿光教育集团,
【宣讲会】上海英科实业有限公司,
【宣讲会】上海奉贤发展集团,
【宣讲会】汉堡王（上海）餐饮有限公司,
【宣讲会】上海颐景园物业管理有限公司,
【宣讲会】上海园林（集团）有限公司,
【宣讲会】东莞怡合达自动化股份有限公司,
【宣讲会】远洋亿家物业服务股份有限公司,
【宣讲会】中英海底系统有限公司,
【宣讲会】范德兰物流自动有限公司,
【宣讲会】曼可顿食品上海有限公司,
【宣讲会】诺梵集团,
【宣讲会】嘉里大通物流有限公司上海分公司,
【宣讲会】新誉庞巴迪信号/牵引系统有限公司,
【宣讲会】上海统一星巴克咖啡有限公司,
【宣讲会】上海万科物业服务有限公司,
【宣讲会】上海克劳斯玛菲机械有限公司,
【宣讲会】上海建工四建集团有限公司,
【宣讲会】万可电子（天津）有限公司,
【宣讲会】上海耀皮玻璃集团股份有限公司,
【宣讲会】中国邮政速递物流股份有限公司,
【宣讲会】北京航空航天大学飞行学院,
【宣讲会】信达生物制药（苏州）有限公司,
【宣讲会】上海信义房屋中介咨询有限公司,
【宣讲会】震旦中国有限公司,
【宣讲会】上海百通项目管理咨询有限公司,
【宣讲会】英华检测上海有限公司,
【宣讲会】桑迪亚医药技术有限责任公司,
【宣讲会】上海睿智化学研究有限公司,
【宣讲会】上海建工五建集团,
【宣讲会】均胜集团有限公司,
【宣讲会】北京晶澳太阳能光伏科技有限公司,
【宣讲会】中国工商银行上海分行,
上海应用技术大学2017年暑期实习生招聘会,
上海应用技术大学2017届毕业生春季大型校园招聘会,
【宣讲会】 蓝月亮（中国）有限公司,
【宣讲会】青岛海信电器营销股份有限公司上海分公司,
上海应用技术大学2017届毕业生大型校园招聘会,
【宣讲会】莱茵技术(上海)有限公司,
【宣讲会】左尚明舍家居用品（上海）有限公司,
【宣讲会】上海玺飞航空技术有限公司,
【招聘会】2016浙江-上海招聘大会,
【宣讲会】上海建联企业发展有限公司,
【宣讲会】利比投资咨询（上海）有限公司,
【宣讲会】上海龙阳精密复合铜管有限公司,
【宣讲会】北京瑞达恒建筑咨询有限公司上海分公司,
【宣讲会】上海伟星光学有限公司,
【招聘会】上海医药集团,
【宣讲会】上海百通项目管理咨询有限公司,
【宣讲会】上海医药集团股份有限公司2017雏雁高飞校园招聘,
【宣讲会】睿格自动化（上海）有限公司,
【宣讲会】上海沃克通用设备有限公司,
【宣讲会】中国平安财产保险股份有限公司,
【宣讲会】上海建工材料工程有限公司,
【宣讲会】中国移动通讯集团宣讲会,
【宣讲会】APP（中国）金红叶纸业集团有限公司,
【宣讲会】上海鑫阅教育科技有限公司,
【宣讲会】晶澳太阳能控股有限公司,
【宣讲会】欧普照明股份有限公司宣讲会,
【宣讲会】中国人寿保险股份有限公司浦东支公司,
【招聘会】上海自贸试验区大型综合招聘会,
【宣讲会】中国人寿保险股份有限公司奉贤支公司,
【宣讲会】上海电气风电集团,
【宣讲会】上海莱士血液制品股份有限公司,
【宣讲会】北京拉手网络技术有限公司宣讲会,
【宣讲会】怡和科技（上海）有限公司宣讲会,
【宣讲会】SGS通标标准技术服务有限公司,
【宣讲会】苏州科达科技股份有限公司,
【宣讲会】上海市机械施工集团有限公司,
【宣讲会】上海票师付网络科技有限公司宣讲会,
【宣讲会】嘉合伟业（天津）矿产资源经营有限公司上海分公司,
【招聘会】上海漕河泾开发区上海应用技术大学专场招聘会,
【宣讲会】捷普科技（上海）有限公司宣讲会,
【宣讲会】上海卓燊企业管理咨询有限公司宣讲会,
【宣讲会】上海大桥化工有限公司宣讲会,
【宣讲会】上海德朗能新能源有限公司宣讲会,
【宣讲会】上海嘉春企业管理有限公司,
【宣讲会】药明康德新药开发有限公司,
【宣讲会】中国农业银行上海分行,
【宣讲会】厦门中物投进出口有限公司宣讲会,
【宣讲会】孩子王儿童用品股份有限公司宣讲会,
【宣讲会】上海东大聚氨酯有限公司,
【宣讲会】中国人民解放军4805工厂军械修理厂宣讲会,
【宣讲会】远洋集团宣讲会,
【宣讲会】北京中亦安图科技股份有限公司,
【宣讲会】上海荣泰金融信息服务有限公司宣讲会,
【宣讲会】天霆云计算科技（上海）有限公司宣讲会,
京威股份-宁波福尔达智能科技有限公司,
【宣讲会】领冠数码科技（上海）有限公司宣讲会,
【宣讲会】普研（上海）标准技术服务股份有限公司宣讲会,
【宣讲会】旭辉集团永升物业宣讲会,
【宣讲会】奥托立夫上海管理有限公司宣讲会,
【宣讲会】桑迪亚医药宣讲会,
【宣讲会】上海特思尓大宇宙商务咨询有限公司宣讲会,
【宣讲会】上海酷方网络科技有限公司宣讲会,
江苏省常州市名校优才引进计划上海应用技术大学专场招聘会,
【宣讲会】上海建工四建集团,
【宣讲会】青岛三利集团宣讲会,
【宣讲会】中铁四局集团宣讲会,
【宣讲会】上海绿光少儿教育中心宣讲会,
【宣讲会】上海轩天实业有限公司宣讲会,
2016/10/19临港漕河泾浦江园区秋季招聘会参会企业岗位,
2016临港漕河泾浦江园区秋季人才招聘会,
【宣讲会】必维国际检验集团宣讲会,
【宣讲会】青岛三利集团宣讲会,
【宣讲会】前锦网络信息技术（上海）有限公司宣讲会,
统一超商（上海）便利有限公司校园招聘会,
【宣讲会】上海安畅网络科技股份有限公司宣讲会,
【宣讲会】上海睿智化学研究有限公司宣讲会,
【宣讲会】杭州捕翼网络科技有限公司宣讲会,
上海某政法部门招聘会,
【宣讲会】上海链家宣讲会,
【宣讲会】广州市特种机电设备检测研究院宣讲会,
【宣讲会】上海优问文化传播有限公司宣讲会,
上海铁路局面试,
香港量健集团（上海总部）,
上海应用技术大学2016年暑期实习生招聘会,
麦当劳校园宣讲会,
天脉聚源（北京）传媒科技有限公司宣讲会,
2016临港产业区迎春人才招聘会,
2016年金山区人才交流洽谈会公告,
蓝月亮（中国）有限公司宣讲会,
蓝月亮公司宣讲会,
上海友兰科技有限公司 宣讲会,
2016临港松江科技城春季招聘会,
2016嘉豪投资 集团春季校园招聘,
上海起策教育科技有限公司宣讲会,
2016漕河泾开发区名企IT信息类专场面试会,
2016上海市公安系统人民警察学员招考900人公告,
NEW LOOK  宣讲会,
中国人寿保险（集团）宣讲会,
上海名邦橡胶制品有限公司宣讲会,
上海名邦橡胶制品有限公司宣讲会,
上海市航运、物流行业高校毕业生招聘会,
上海腾瑞制药有限公司宣讲会,
春秋航空 宣讲会,
上海市金融、财经行业高校毕业生招聘会,
磁金融有限公司2016校园宣讲会,
上海应用技术学院2016年春季校园招聘会,
上海应用技术学院2016届毕业生春季大型校园综合招聘会,
上海自贸试验区2016年度春季大型综合招聘会,
上海市民营企业高校毕业生招聘会,
上海市2016年应届高校毕业生首场招聘会,
莱茵技术（上海）有限公司2016校园宣讲会,
2015年“ETM英才汇”大型招聘会,
外语学院专场宣讲会参加企业,
上海医药集团股份有限公司,
上海应用技术学院2016届毕业生大型校园招聘会,
上海应用技术学院2016届毕业生大型校园招聘会,
上海索菲玛汽车滤清器有限公司 宣讲会,
上海德驱驰电气有限公司宣讲会,
上海锦江国际HRG商务旅行有限公司宣讲会,
方正宽带网络服务股份有限公司宣讲会,
人本集团宣讲会,
中国平安财产保险股份有限公司上海分公司宣讲会,
上海晨光科力普办公用品有限公司宣讲会,
波顿香料有限公司宣讲会,
北京翔宇通用航空有限公司宣讲会,
昌硕科技（上海）有限公司宣讲会,
上海浩亚机电股份有限公司宣讲会,
2015年浙江—上海高层次人才洽谈会,
2015年浙江—上海人才招聘大会,
五项管理集团宣讲会,
新新贷（上海）金融信息服务有限公司宣讲会,
上海统一星巴克咖啡有限公司宣讲会,
聚通装饰集团宣讲会,
舒泰神（北京）生物制药股份有限公司招聘会,
上海应用技术学院2016届毕业生综合校园招聘会,
杭州广脉科技有限公司招聘会,
热风时尚连锁校园宣讲会,
中外运空运发展股份有限公司校园宣讲会,
盛威科上海油墨有限公司宣讲会,
上海悦纬网络科技有限公司宣讲会,
上海永铭电子有限公司宣讲会,
好想你枣业股份有限公司宣讲会,
新的起点从1开始——1号店2016校园招聘,
上海中快餐饮宣讲会,
中国平安保险（集团）股份有限公司宣讲会,
第十五届德企招聘会,
中国民生银行宣讲会,
广州邦普电脑技术开发有限公司宣讲会,
银天下集团宣讲会,
2015上海生物、制药、器械人才专场招聘会,
江苏省常州市“名校优才引进计划”上海应用技术大学专场招聘会,
上海元禾公司宣讲会,
上海天正信息科技有限公司校园宣讲会,
易班网校园宣讲会,
杭州群丰果品连锁有限公司宣讲会,
两益堂投资有限公司宣讲会,
桑迪亚医药技术 （上海）有限责任公司宣讲会,
上海创蓝文化传播有限公司校园宣讲会,
高顿教育集团2016年校园招聘宣讲会,
IDIADA上海伊狄达汽车技术服务有限公司宣讲会,
上海伊狄达汽车技术服务有限公司校园宣讲会,
必维国际检验集团校园宣讲会,
上海音智达信息技术有限公司校园宣讲会,
合富医疗上海应用技术大学宣讲会,
上海新松机器人自动化有限公司校园宣讲会,
全国二十省市2015年秋季首场硕士、博士研究生双选会公告,
上海江南长兴造船有限责任公司校园招聘,
沪东中华造船（集团）有限公司校园招聘,
2015年暑期实习生招聘会,
上海应用技术学院2015年暑期实习生招聘会,
漕河泾开发区浦江高科技园春季人才招聘会,
伽蓝(集团)股份有限公司校园招聘会,
漕河泾松江新兴产业园2015春季人才招聘会,
关于召开2015年长三角地区企业上海高校网络专场招聘会的通知,
上海地铁第一运营有限公司,
2015年春季上海旅游人才专场招聘会,
第十四届德企招聘会,
2015上海信息服务（互联网）行业,
2015年春季校园大型招聘会,
上海应用技术学院2015届毕业生春季大型综合招聘会,
先进制造业专场招聘会通知,
上海飞鸥日用工业品有限公司宣讲会,
常州市“名优企业进校园”上海应用技术学院专场招聘会,
江南造船（集团）有限责任公司,
上海晶澳太阳能科技有限公司宣讲会,
上海第二工业大学2015年毕业生校园招聘会,
上海睿路文化传播有限公司宣讲会,
桑迪亚医药技术 （上海）有限责任公司宣讲会,
缤客商贸（上海）有限公司宣讲会,
2014生物医药（上海）专场招聘会,
2015届毕业生大型校园招聘会,
2015年上海文化行业（创意产业)人才专场招聘会,
2014年秋季浙江—上海高层次人才洽谈会,
上海棉购家居用品有限公司宣讲会,
索迪斯集团校园招聘会,
上海医药集团股份有限公司专场招聘会,
上海亚澳医用保健品有限公司,
上海杰世腾连接器有限公司校园宣讲会,
上海优刻得云计算技术有限公司校园招聘会,
长城物业集团股份有限公司宣讲会,
韶远科技（上海）有限公司宣讲会,
朗通文化传播有限公司,
中国（上海）自由贸易试验区人才招聘会,
上海应用技术学院临港漕河泾专场招聘会,
上海锦和商业经营管理股份有限公司招聘会,
法国必维国际检验集团招聘会,
上海电力建筑工程公司专场招聘会,
恒盘金融信息服务有限公司校园招聘会,
第十三届万人德企招聘会,
浙江九洲药业股份有限公司招聘会,
2014金山区秋季人才交流会暨2015届高校毕业生招聘会,
捷普集团校园宣讲会,
上海美蓓亚精密机电有限公司招聘会,
上海明酷市场营销服务有限公司,
上海优壹电子商务有限公司校园宣讲会,
上海钜派投资集团有限公司招聘会,
上海建工四建集团校园宣讲会,
上海奈雅伊食品有限公司校园宣讲会,
新文越婴童用品（上海）有限公司,
软件和信息服务企业专场招聘会岗位信息,
“扬帆港”之走进校园---上海应用技术学院,
诺华制药（中国）宣讲会,
上海同捷科技股份有限公司校园宣讲会,
上海英科实业有限公司招聘会,
上海统一星巴克咖啡有限公司校园招聘会,
新电信息科技（苏州）有限公司上海分公司校园宣讲会,
上海易班发展中心,
莱茵技术(上海)有限公司宣讲会,
2014年宝山区大学生创新见习基地专场招聘会,
“凝聚社会力量，助推青年就业”2014年应届毕业生专场招聘会,
2014年上海应用技术学院暑期实习生招聘会,
上海应用技术学院2014年暑期实习生招聘会,
上海临港漕河泾人才有限公司5月24日周六固定招聘会,
常州市“名校优才引进计划”上海应用技术学院专场招聘会,
2014年上海春季人才交流洽谈会暨长三角地区高校毕业生就业招聘会,
2014“乐业在徐汇”青年人才招聘会,
到创业企业去 ——全球创业周中国站系列活动之创业企业招聘会,
走进临港—3月25日春季人才招聘会,
上海临港漕河泾人才有限公司应届生专场招聘会,
2014年春季上海旅游人才专场招聘会,
“徐汇工会就业服务进校园”——上海应用技术学院就业招聘会,
2014年春季毕业生校园综合招聘会,
2014年春季毕业生校园综合招聘会,
2014年春季建设交通人才专场招聘会,
上海应用技术学院艺术与设计学院校园专场招聘会,
2014年中国(上海)自由贸易试验区-经贸人才专场校园招聘会,
2014年春季上海旅游人才专场招聘会,
漕河泾开发区周六人才市场,
首届上海东区应（历）届高校毕业生优秀企业推介面试会,
2014年1月11日2014年应届高校毕业生首场招聘会,
上海申通地铁招聘司机面试通知,
浙江泰极爱思汽车部件有限公司,
漕河泾人才招聘会,
2013年上海市高校毕业生就业服务月奉贤专场招聘会,
2014届全国高校应届毕业生大型网络招聘会,
上海欧萨评价咨询股份有限公司校园宣讲会,
海航集团2013年空中乘务员招聘,
2014届毕业生大型校园招聘会,
汉高化学技术（上海）有限公司校园宣讲会,
上海志宇制冷设备工程技术有限公司校园招聘会,
索迪斯（上海）管理服务有限公司校园招聘会,
《就业数字图书馆》《创业数字图书馆》培训通知,
2013年度秋季生物医药专场招聘会,
桑迪亚医药技术 （上海）有限责任公司校园招聘,
凯晟工业控股（上海）有限公司校园招聘会,
华宝集团校园招聘会,
上海海神医疗电子仪器有限公司,
上海建工一建集团有限公司校园招聘会,
上海临港漕河泾人才有限公司大型校园招聘会,
博朗软件开发（上海）有限公司校园招聘会,
上海易班发展中心校园招聘会,
第十一届德企招聘会,
上海索菲玛汽车滤清器有限公司校园招聘会,
赢吉集团校园招聘会,
上海市安装工程有限公司校园招聘会,
工商银行、中信银行校园招聘会,
上海新松机器人自动化有限公司校园招聘会,
立邦涂料中国2013校园招聘,
方大集团股份有限公司校园招聘会,
上海浦东新区公路建设发展有限公司校园招聘会,
上海建工四建集团有限公司校园招聘会,
上海铁路局校园招聘会,
“迎国庆”上海工会就业服务专场招聘会,
上海市2013年应届高校毕业生专场招聘会,
上海市2013年应届高校毕业生就业面洽会,
上海应用技术学院2013年暑期实习生招聘会,
2013 爱墨瑞得（北京）信息咨询有限公司宣讲会,
“就业援助月月帮，服务企业在基层”应届毕业生就业专场,
2013华图上海市招警学员公益讲座,
2013年全国民营企业招聘周暨上海市民营企业招聘周大型专场招聘会,
“青春扬帆 梦想启航”2013年上海大学生就业专场招聘会,
MAKE UP FOR EVER彩妆学院专业彩妆师定向培训招生宣讲会,
第五届“梦想进校园 精彩绘人生"上海应用技术学院校园招聘会,
2013年春季上海旅游人才专场招聘会,
2013年上海春季人才交流洽谈会暨长三角地区高校毕业生就业招聘会,
上海应用技术学院2013年春季校园综合招聘会,
第十届德企招聘会,
艺术学院专场招聘会,
万宝盛华集团（中国）招聘会,
上海市2013年应届高校毕业生首场招聘会,
上海东方激光教育文化有限公司招聘会,
椿本汽车发动机（上海）有限公司第二轮面试,
